split,label,model_guess,confidence,line,source_file,line_no
eval,,unclear,0.97,"hostname ""Aruba-2930F-8G-PoEP-2SFPP""",hpe_community_2930f_wc1610_dhcp_server.cfg,7
eval,,unclear,0.97,! Switch Role:      Top-of-Rack 1 (Primary VLT peer),azlocal_tor1.txt,4
train,,unclear,0.97,#   spanning-tree port-type admin-edge,canu_csm17_spine001_ipv6_vrf.cfg,23
eval,,unclear,0.97,"""Access Point"" network=192.168.88.0",user_contrib_crs310_ros7.rsc,523
train,,unclear,0.97,ip route 146.112.119.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,285
train,,unclear,0.97,<descr>NAT SWAG HTTP - WAN:80 to 192.168.20.15:80</descr>,user_contrib_supergate_opn25.xml,1488
train,,unclear,0.97,ip prefix-list PL_IPV4_ASM_VTEP seq 10 permit 239.11.11.0/24,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,51
train,,unclear,0.97,set groups MNHA-SYNC security ipsec vpn ICL ike gateway ICL,jnprautomate_mnha_vsrx_a_junos.set,22
train,,unclear,0.97,interface Ethernet0/0,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,152
train,,unclear,0.97,set type primary,user_contrib_fg100e_fos7213.conf,28754
eval,,unclear,0.97,snmp-server user readonly readonly v3 auth sha256 $9$fake$authHash$2 priv aes $9$fake$privHash$2,kitchen_sink.txt,30
train,,unclear,0.97,vlan 110,batfish_eos_evpn_vlan_based_leaf.txt,28
eval,,unclear,0.97,"set hostname ""pveblade""",user_contrib_fg100e_fos7213.conf,28884
eval,,unclear,0.97,! Source: https://github.com/aruba/central-sample-bulk-configurations (ArubaOS-Switch Templates/5MemberStack - Template/5memberStack - Template.txt; rendered via scripts/render_aruba_central_template.py),aruba_central_5memberstack_rendered.cfg,1
train,,unclear,0.97,set https-port 443,user_contrib_fg100e_fos7213.conf,21462
eval,,unclear,0.97,"config system replacemsg auth ""auth-success-page""",kevinguenay_fgt_70g_branch.conf,802
train,,unclear,0.97,interface Vlan4093,batfish_eos_evpn_vlan_based_leaf.txt,183
train,,unclear,0.97,"set alias ""downstream-bond""",kitchen_sink.conf,65
eval,,unclear,0.97,"set server ""fortiguard.com""",user_contrib_fg100e_fos7213.conf,28141
train,,unclear,0.97,interface GigabitEthernet0/0/0/6,batfish_ebgp_border01.txt,71
train,,unclear,0.97,! Switch Role:      Top-of-Rack 2 (Secondary VLT peer),azlocal_tor2.txt,4
eval,,unclear,0.97,set cert-cache-capacity 200,user_contrib_fg100e_fos7213.conf,21341
train,,unclear,0.97,config firewall ipmacbinding table,user_contrib_fg100e_fos7213.conf,31295
train,,unclear,0.97,set router-id 172.25.1.254,kevinguenay_fgt_vm_hub.conf,13738
eval,,unclear,0.97,interface vlan 700,azlocal_tor1.txt,51
train,,unclear,0.97,bgp router-id 10.254.1.3,batfish_vpnv4_pe2.txt,96
train,,unclear,0.97,set security nat source rule-set SELF-SNAT-ISP-1 from zone junos-host,jnprautomate_mnha_vsrx_a_junos.set,203
train,,unclear,0.97,set ip 172.25.0.100 255.255.255.255,kevinguenay_fgt_70g_branch.conf,228
eval,,unclear,0.97,set mgt-config password-complexity minimum-numeric-letters 1,iron_skillet_panorama_full.conf,33
eval,,unclear,0.97,"set interface ""HUB1-O1""",kevinguenay_fgt_70g_branch.conf,9914
eval,,unclear,0.97,/interface ethernet switch,routeros_diff_verbose_export.rsc,36
train,,unclear,0.97,"edit ""ESET-Smart-Security-FW""",user_contrib_fg100e_fos7213.conf,27599
train,,unclear,0.97,set snmp location DAL09,saidvandeklundert_snmpv3_junos172.set,871
eval,,unclear,0.97,! Source: https://github.com/networktocode/netutils (tests/unit/mock/config/parser/base/aruba_aoscx/aoscx_full_sent.txt),netutils_aoscx_snmpv3_glcx1009.cfg,1
train,,unclear,0.97,"set description ""Default automation action configuration for quarantining a MAC address on FortiSwitches and FortiAPs.""",user_contrib_fg100e_fos7213.conf,21884
train,,unclear,0.97,<apikey>tip_fakeApiTokenExampleValueNotReal00</apikey>,user_contrib_supergate_opn25.xml,4386
train,,unclear,0.97,set device-weight 1,user_contrib_fg100e_fos7213.conf,34178
train,,unclear,0.97,neighbor EVPN-OVERLAY-PEERS remote-as 65001,batfish_eos_evpn_vlan_based_leaf.txt,243
eval,,unclear,0.97,set switch-options vrf-target target:65000:9999,batfish_evpntype5_router1_junos2541.set,142
eval,,unclear,0.97,"set dstaddr ""H_HUB-HC""",kevinguenay_fgt_vm_hub.conf,13336
train,,unclear,0.97,interface Vlan120,batfish_labval_dc1_leaf2a_eos4230.txt,212
train,,unclear,0.97,set category 70,kevinguenay_fgt_70g_branch.conf,10539
train,,unclear,0.97,"edit ""address-civic""",kevinguenay_fgt_70g_branch.conf,11979
train,,unclear,0.97,config extension-controller extender,user_contrib_fg100e_fos7213.conf,34359
train,,logging_enabled:true,0.97,logging level vshd 4,nautobot_gc_nxos_snmp_spine01_nxos933.txt,89
train,,unclear,0.97,control-plane,config-sample.txt,209
train,,unclear,0.97,send-community,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,248
train,,unclear,0.97,"set safesearch-str ""&family=yes""",kevinguenay_fgt_70g_branch.conf,11100
eval,,unclear,0.97,"set interfaces ge-0/0/12 description ""UNUSED""",saidvandeklundert_snmpv3_junos172.set,89
train,,unclear,0.97,<filename>botcc.portgrouped.rules</filename>,user_contrib_supergate_opn25.xml,2468
train,,unclear,0.97,neighbor 192.168.100.202 activate,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,225
train,,unclear,0.97,<domain>internal</domain>,opnsense_core_default.xml,14
train,,unclear,0.97,/ip dhcp-client,routeros_diff_verbose_export.rsc,262
train,,unclear,0.97,dhcpv6-server {,pc5-round3b-routera.conf,72
eval,,unclear,0.97,set pattern '',user_contrib_fg100e_fos7213.conf,26563
eval,,unclear,0.97,network 192.168.0.64/26,azsupport_TOR1_Sample.cfg,322
eval,,unclear,0.97,set trigger-type event-based,user_contrib_fg100e_fos7213.conf,21814
train,,unclear,0.97,set routing-instances PROD protocols bgp group EXT-AS65020-AS65200 bfd-liveness-detection session-mode automatic,jnprautomate_mnha_vsrx_a_junos.set,605
train,,unclear,0.97,<title>Firewall Quarantine Notification</title>,user_contrib_fg100e_fos7213.conf,10422
eval,,unclear,0.97,"set hostname ""radarr""",user_contrib_fg100e_fos7213.conf,28779
train,,unclear,0.97,set vlans VLAN820 vlan-id 820,saidvandeklundert_snmpv3_junos172.set,940
train,,unclear,0.97,set security nat source rule-set SELF-SNAT-ISP-2 from zone junos-host,jnprautomate_mnha_vsrx_a_junos.set,207
train,,unclear,0.97,set policy-options community vni22012 members target:1:22012,ksator_labmgmt_qfx10k2_junos173.set,294
eval,,unclear,0.97,"set ip ""10.50.0.10 255.255.255.255""",kitchen_sink.conf,115
train,,unclear,0.97,config system dedicated-mgmt,user_contrib_fg100e_fos7213.conf,3821
eval,,unclear,0.97,config system custom-language,kevinguenay_fgt_70g_branch.conf,284
train,,unclear,0.97,* CanonicalIntent.radius_servers     via <system><authserver>,kitchen_sink.xml,17
train,,unclear,0.97,<descr>Bonded uplink to core switch</descr>,kitchen_sink.xml,314
eval,,unclear,0.97,"edit ""auto-config""",kevinguenay_fgt_70g_branch.conf,12084
train,,unclear,0.97,set category 97,kevinguenay_fgt_70g_branch.conf,10628
train,,unclear,0.97,no spanning-tree bpdufilter,batfish_cisco_interface.txt,219
eval,,unclear,0.97,set probe-count 30,user_contrib_fg100e_fos7213.conf,27985
eval,,unclear,0.97,set security nat source rule-set ASYM-TEST rule ASYM-TEST-249 match destination-address 0.0.0.0/0,jnprautomate_mnha_vsrx_a_junos.set,235
eval,,unclear,0.97,ip route 0.0.0.0 0.0.0.0 GigabitEthernet1 10.10.20.254,config-sample.txt,196
train,,unclear,0.97,<h1>Blocked because of virus</h1>,user_contrib_fg100e_fos7213.conf,11116
eval,,unclear,0.97,config system dscp-based-priority,user_contrib_fg100e_fos7213.conf,21756
train,,unclear,0.97,config switch-controller traffic-policy,kevinguenay_fgt_70g_branch.conf,8090
train,,unclear,0.97,"name-server ""8.8.8.8""",scottlaird-vyos-parser.conf,208
eval,,unclear,0.97,"set comment ""Prevent critical attacks.""",kevinguenay_fgt_70g_branch.conf,9670
train,,unclear,0.97,cache-size=2048KiB doh-max-concurrent-queries=50 \,user_contrib_crs310_ros7.rsc,536
train,,unclear,0.97,router bgp 2,networklessons_clab_vxlan_mcast_leaf2_nxos.cfg,50
train,,unclear,0.97,network 10.1.2.1/32,batfish_nxos_bgp_redist_d1.txt,315
train,,unclear,0.97,ip ospf demand-circuit,batfish_cisco_interface.txt,101
eval,,unclear,0.97,ip prefix-list pl-test-04 seq 10 permit 10.50.100.60/32 ge 32 le 32,netutils_aoscx_snmpv3_glcx1009.cfg,363
train,,unclear,0.97,"set name ""int-mgmt-to-inet""",user_contrib_fg100e_fos7213.conf,32839
train,,unclear,0.97,bgp router-id 10.2.0.2,canu_csm17_spine001_ipv6_vrf.cfg,367
eval,,unclear,0.97,set cache-mode ttl,user_contrib_fg100e_fos7213.conf,21234
train,,unclear,0.97,set anycast-sdns-server-ip 0.0.0.0,user_contrib_fg100e_fos7213.conf,21441
eval,,unclear,0.97,interface Vlan35,ios-layer2-layer3-secure-baseline-v1.cfg,198
eval,,unclear,0.97,32 pcq-src-address6-mask=128 pcq-total-limit=2000KiB,user_contrib_crs310_ros7.rsc,298
train,,unclear,0.97,"commit-revisions ""100""",houdev_vyos_dhcpv6_pd_client.conf,296
train,,unclear,0.97,set type interfering-ssids,kevinguenay_fgt_70g_branch.conf,479
train,,unclear,0.97,ip route 146.112.66.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,274
eval,,unclear,0.97,set interfaces irb unit 2031 virtual-gateway-v4-mac 02:00:31:00:00:01,ksator_labmgmt_qfx10k2_junos173.set,130
train,,unclear,0.97,set interfaces fxp0 unit 0 family inet dhcp vendor-id Juniper-ex9214-VM69765360D7,tsg8139_evpn_leaf_dhcpv6_junos232.set,28
eval,,unclear,0.97,circuit-type level-2-only,iosxr_design_cst_pa3_xr752.cfg,778
train,,unclear,0.97,"set interfaces ge-0/0/6 description ""UNUSED""",saidvandeklundert_snmpv3_junos172.set,77
train,,unclear,0.97,"edit ""standard block to inet internal""",user_contrib_fg100e_fos7213.conf,28615
eval,,unclear,0.97,"set chart ""web.requests.users_c""",kevinguenay_fgt_vm_hub.conf,12490
train,,unclear,0.97,mtu=unspecified other-configuration=no ra-delay=3s ra-interval=3m20s-10m \,user_contrib_crs310_ros7.rsc,616
eval,,unclear,0.97,"action ""drop""",houdev_vyos_dhcpv6_pd_client.conf,28
train,,unclear,0.97,"set comment ""Monitor all applications.""",kevinguenay_fgt_70g_branch.conf,9711
train,,unclear,0.97,snmp-server enable traps vlan-membership,batfish_cisco_snmp.txt,64
train,,unclear,0.97,set ip next-hop 10.40.1.10,netutils_aoscx_snmpv3_glcx1009.cfg,429
train,,unclear,0.97,address ipv4 198.51.100.41 auth-port 1812 acct-port 1813,kitchen_sink.txt,198
train,,unclear,0.97,set led-sched-log notification,user_contrib_fg100e_fos7213.conf,34191
train,,unclear,0.97,"set srcintf ""int-mgmt-vlan""",user_contrib_fg100e_fos7213.conf,32841
train,,unclear,0.97,member vni 100200 vrf cml_demo,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,203
eval,,unclear,0.97,ip route 0.0.0.0/0 10.83.28.1,ksator_dcs_7150s64_eos4224.txt,245
train,,unclear,0.97,interface vlan 720,azlocal_tor1.txt,49
train,,logging_enabled:true,0.97,logging level vshd 6,busterswt_spine_leaf_xk32_1_nxos9312.txt,95
train,,unclear,0.97,router-id 10.188.62.3,batfish_ibgp_border01.txt,116
eval,,unclear,0.97,set 10 !egress-rate !ingress-rate limit-broadcasts=yes \,user_contrib_crs310_ros7.rsc,154
train,,unclear,0.97,<description>Forward default domain to Dnsmasq DHCP</description>,user_contrib_supergate_opn25.xml,3796
eval,,unclear,0.97,dns-server 198.51.100.53,kitchen_sink.txt,190
train,,unclear,0.97,<forward_first>0</forward_first>,user_contrib_supergate_opn25.xml,3794
train,,unclear,0.97,sensor-path Cisco-IOS-XR-ptp-oper:ptp/interface-foreign-masters,iosxr_design_cst_pa3_xr752.cfg,61
train,,unclear,0.97,set chassis high-availability services-redundancy-group 2 monitor interface ge-0/0/1,jnprautomate_mnha_vsrx_a_junos.set,69
train,,unclear,0.97,"edit ""CA-Internet-Security-FW""",user_contrib_fg100e_fos7213.conf,27317
eval,,unclear,0.97,interface Vlan20,07-vrf-segmentation.txt,20
train,,unclear,0.97,set vlans TENANT_A_DATA l3-interface irb.100,kitchen_sink.set,141
train,,unclear,0.97,set routing-instances Cluster1_ICL protocols bgp group leafs type external,tsg8139_evpn_leaf_dhcpv6_junos232.set,42
train,,unclear,0.97,config user peer,user_contrib_fg100e_fos7213.conf,27191
train,,unclear,0.97,ip vrf forwarding CLIENT_VOIP:1234,ntc_carrier_interfaces.txt,61
train,,unclear,0.98,"action ""accept""",houdev_vyos_dhcpv6_pd_client.conf,20
train,,unclear,0.98,ip route 146.112.96.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,278
eval,,unclear,0.98,"set interfaces ae0 description ""LAG to 4500-191""",ksator_labmgmt_qfx5100_junos173.set,70
train,,unclear,0.98,set deviceconfig system server-verification yes,iron_skillet_panorama_full.conf,50
train,,unclear,0.98,none default-route-distance=2 ip-type=auto name=default use-network-apn=\,user_contrib_crs310_ros7.rsc,227
train,,unclear,0.98,set ike-localid-type asn1dn,user_contrib_fg100e_fos7213.conf,25498
train,,unclear,0.98,ip route 0.0.0.0/0 198.51.100.2,kitchen_sink.cfg,82
train,,unclear,0.98,"""CLUSTER - PVE3"" orig-mac-address=02:00:00:00:5A:6C rx-flow-control=off \",user_contrib_crs310_ros7.rsc,28
eval,,unclear,0.98,set category 2 6,user_contrib_fg100e_fos7213.conf,26478
eval,,unclear,0.98,ip pim sparse-dense-mode,batfish_cisco_interface.txt,113
eval,,unclear,0.98,set 5 kind=pcq name=pcq-upload-default pcq-burst-rate=0 pcq-burst-threshold=0 \,user_contrib_crs310_ros7.rsc,295
train,,unclear,0.98,set start-skip 2,kevinguenay_fgt_vm_hub.conf,7563
train,,unclear,0.98,router pim,aoscx_dcn_arch4_core1_1.cfg,168
train,,unclear,0.98,ip route 146.112.67.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,273
eval,,unclear,0.98,set overhead 0,user_contrib_fg100e_fos7213.conf,26260
train,,unclear,0.98,vlan 399,nautobot_gc_nxos_snmp_spine01_nxos933.txt,167
train,,unclear,0.98,set policy-options policy-statement vni20004-EXPORT term ISIS from protocol isis,ksator_labmgmt_qfx10k2_junos173.set,253
train,,unclear,0.98,set chassis high-availability services-redundancy-group 1 monitor interface ge-0/0/4,jnprautomate_mnha_vsrx_a_junos.set,52
train,,unclear,0.98,set name pptp,kevinguenay_fgt_70g_branch.conf,7674
train,,unclear,0.98,intentionally empty (reserved-zone scaffolding) — parser,kitchen_sink.xml,282
train,,unclear,0.98,<adv_dhcp_config_file_override/>,opnsense_service_test_config.xml,31
train,,unclear,0.98,neighbor 10.10.0.23 route-map test-02-test in,netutils_aoscx_snmpv3_glcx1009.cfg,486
eval,,unclear,0.98,"set domain ""lab.example.org""",kitchen_sink.conf,178
train,,unclear,0.98,"set resource ""https://raw.githubusercontent.com/romainmarcoux/malicious-ip/main/full-ae.txt""",user_contrib_fg100e_fos7213.conf,25437
eval,,unclear,0.98,set os-ver '',user_contrib_fg100e_fos7213.conf,27131
train,,unclear,0.98,set server-cert-mode re-sign,user_contrib_fg100e_fos7213.conf,31675
train,,unclear,0.98,<adv_dhcp6_config_file_override/>,opnsense_service_test_config.xml,60
train,,unclear,0.98,set file-size 0,user_contrib_fg100e_fos7213.conf,26801
eval,,unclear,0.98,ip arp gratuitous request,batfish_cisco_interface.txt,65
train,,unclear,0.98,set interfaces irb unit 2022 virtual-gateway-v6-mac 02:00:22:06:00:01,ksator_labmgmt_qfx10k2_junos173.set,108
train,,unclear,0.98,"set content ""Threats""",kevinguenay_fgt_vm_hub.conf,12522
train,,unclear,0.98,set interfaces irb unit 2025 virtual-gateway-v4-mac 02:00:25:00:00:01,ksator_labmgmt_qfx10k2_junos173.set,125
train,,unclear,0.98,"set name ""Security""",kevinguenay_fgt_70g_branch.conf,374
train,,unclear,0.98,set interfaces ae1 esi 00:55:55:55:55:55:55:55:55:55,ksator_labmgmt_qfx10k2_junos173.set,78
train,,unclear,0.98,"set vnp-cpus ""all""",kevinguenay_fgt_vm_hub.conf,9187
eval,,unclear,0.98,set snmp trap-group monitoring targets 10.0.0.251,kitchen_sink.set,187
train,,unclear,0.98,set vlans VLAN891 vlan-id 891,saidvandeklundert_snmpv3_junos172.set,983
train,,unclear,0.98,set default-login-page normal,user_contrib_fg100e_fos7213.conf,22022
train,,unclear,0.98,vlan-aware-bundle Tenant_A_DB_Zone,batfish_labval_dc1_leaf2a_eos4230.txt,363
train,,unclear,0.98,config system ddns,user_contrib_fg100e_fos7213.conf,3847
eval,,unclear,0.98,priority=0x8000 protocol-mode=rstp transmit-hold-count=6 vlan-filtering=no,user_contrib_crs310_ros7.rsc,14
train,,unclear,0.98,ip sticky-arp ignore,batfish_cisco_interface.txt,127
train,,unclear,0.98,set type fortiview,kevinguenay_fgt_70g_branch.conf,378
eval,,unclear,0.98,set vlans VLAN400 vxlan vni 10400,batfish_evpntype5_router1_junos2541.set,154
train,,unclear,0.98,"! License: unlicensed public device-output (no LICENSE file; public Arista-community audit-tool demo repo -- factual-output precedent, drop if author objects)",ksator_dcs_7150s64_eos4224.txt,2
train,,unclear,0.98,local-clock-stratum=5 manycast=no multicast=no use-local-clock=no vrf=main,user_contrib_crs310_ros7.rsc,669
train,,unclear,0.98,"set trigger ""License Expired Notification""",user_contrib_fg100e_fos7213.conf,21964
train,,unclear,0.98,policy-map rpd-dpic-egress-queuing,iosxr_design_cst_pa3_xr752.cfg,291
eval,,unclear,0.98,set snmp-index 16,kevinguenay_fgt_70g_branch.conf,224
eval,,unclear,0.98,"outbound-interface ""eth0""",houdev_vyos_dhcpv6_pd_client.conf,198
train,,unclear,0.98,* BGP / OSPF / route-maps / EVPN Type-5 / MAC-VRF / switching,kitchen_sink.xml,63
train,,unclear,0.98,set proto smtp pop3 imap,user_contrib_fg100e_fos7213.conf,26833
eval,,unclear,0.98,ip route 146.112.65.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,286
train,,unclear,0.98,set protocols bgp group EBGP-DCI-EVPN multihop no-nexthop-change,ksator_labmgmt_qfx10k2_junos173.set,148
train,,unclear,0.98,switchport access vlan 10,user_contrib_cat9300_iosxe1712.txt,305
train,,unclear,0.98,"start ""192.168.1.9""",houdev_vyos_dhcpv6_pd_client.conf,233
eval,,unclear,0.98,router-id 10.2.2.2,pc5-round3b-routerb.conf,63
train,,unclear,0.98,switchport trunk group LEAF_PEER_L3,batfish_eos_evpn_vlan_based_leaf.txt,68
train,,unclear,0.98,Source: https://github.com/opnsense/core (src/opnsense/mvc/tests/app/models/OPNsense/ACL/AclConfig/config.xml),opnsense_acl_test_config.xml,3
eval,,unclear,0.98,bgp router-id 100.100.100.101,xrdtools_sr_xrd1.cfg,121
train,,unclear,0.98,"set device-group sample_devicegroup reports ""Wildfire malicious verdicts"" caption ""Wildfire malicious verdicts""",iron_skillet_panorama_full.conf,822
train,,logging_enabled:true,0.98,logging level vlan_mgr 6,busterswt_spine_leaf_xk32_1_nxos9312.txt,94
train,,unclear,0.98,set vlans VLAN821 vlan-id 821,saidvandeklundert_snmpv3_junos172.set,941
eval,,unclear,0.98,interface TenGigabitEthernet1/0/10,user_contrib_cat9300_iosxe1712.txt,294
train,,unclear,0.98,network 192.168.100.0 0.0.0.255 area 0,cml_basic_forwarding_iosv_r1_ospf.txt,55
train,,unclear,0.98,set category 67,kevinguenay_fgt_70g_branch.conf,10079
train,,unclear,0.98,l2-filter bridge-group-acl,batfish_cisco_interface.txt,152
eval,,unclear,0.98,set max-header-line 32,user_contrib_fg100e_fos7213.conf,32279
eval,,unclear,0.98,router-id 10.254.1.3,batfish_vpnv4_pe2.txt,86
train,,unclear,0.98,affinity include-any red,xrdtools_sr_xrd1.cfg,82
train,,unclear,0.98,vlan-aware-bundle Tenant_A_OP_Zone,batfish_labval_dc1_leaf2a_eos4230.txt,369
train,,unclear,0.98,auto priority=0x80 pvid=1 restricted-role=no restricted-tcn=no \,user_contrib_crs310_ros7.rsc,356
train,,unclear,0.98,170 deny udp any any eq snmp-trap,netutils_aoscx_snmpv3_glcx1009.cfg,58
train,,unclear,0.98,vlan 8,hpe_community_2930f_wc1607_intervlan.cfg,78
train,,unclear,0.98,unset p2p-block-list,user_contrib_fg100e_fos7213.conf,26374
train,,unclear,0.98,set template iron-skillet config vsys vsys1,iron_skillet_panorama_full.conf,657
eval,,unclear,0.98,add name=audit-v3 authentication-protocol=SHA256 \,kitchen_sink.rsc,82
train,,unclear,0.98,ip route 146.112.83.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,275
train,,unclear,0.98,rd 192.168.255.4:10210,batfish_eos_evpn_vlan_based_leaf.txt,279
train,,unclear,0.98,ip route 146.112.93.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,288
eval,,unclear,0.98,router-id 192.0.2.4,networklessons_clab_vxlan_mcast_leaf2_nxos.cfg,51
train,,unclear,0.98,commit-revisions 100,metasploit-vyos-config.conf,28
eval,,unclear,0.98,router ospf 65200,batfish_ibgp_border01.txt,114
