split,label,model_guess,confidence,line,source_file,line_no,auto
train,unclear,unclear,0.95,rd 10.0.255.33:100,karneliuk_a_eos1_eos4260.txt,72,default
train,unclear,logging_enabled:true,0.95,"edit ""SYSLOG""",kevinguenay_fgt_70g_branch.conf,8714,rule
eval,unclear,unclear,0.95,"edit ""mail.ru-ICMP""",kevinguenay_fgt_70g_branch.conf,4721,rule
train,unclear,unclear,0.95,"config system replacemsg utm ""icap-error-text""",kevinguenay_fgt_70g_branch.conf,912,rule
train,unclear,unclear,0.95,VzAHsv4xUQwIRDKvTHDfhYZmlDZRWngdQEhoUnLuZcCVDXgJOsuvc5Mu79cSAZcz,kevinguenay_fgt_70g_branch.conf,9404,default
train,unclear,unclear,0.95,interface lag 5 multi-chassis,netutils_aoscx_snmpv3_glcx1009.cfg,105,default
train,unclear,unclear,0.95,set snmp community public authorization read-only,kitchen_sink.set,182,rule
eval,unclear,unclear,0.95,"edit ""Adobe""",kevinguenay_fgt_70g_branch.conf,953,rule
train,SKIP,unclear,0.95,!Version ArubaOS-CX FL.10.13.1000,kitchen_sink.cfg,2,rule
eval,unclear,unclear,0.95,"set trigger ""Reboot""",kevinguenay_fgt_70g_branch.conf,7966,default
train,unclear,unclear,0.95,vrrp-group 11,azsupport_TOR1_Sample.cfg,41,default
train,unclear,unclear,0.95,name Tenant_A_WEB_Zone_1,batfish_labval_dc1_leaf2a_eos4230.txt,36,default
train,unclear,unclear,0.95,set system login user noc-read uid 4003,saidvandeklundert_snmpv3_junos172.set,21,rule
train,unclear,unclear,0.95,member vni 100100 associate-vrf,networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,88,default
train,unclear,unclear,0.95,channel-group 1 mode on,batfish_cisco_interface.txt,33,default
eval,unclear,unclear,0.95,candidate-paths,xrdtools_sr_xrd1.cfg,154,default
train,unclear,unclear,0.95,"edit ""firefox update server""",kevinguenay_fgt_70g_branch.conf,8296,rule
train,unclear,unclear,0.95,"name ""user-desk-01""",kitchen_sink.cfg,97,default
eval,unclear,unclear,0.95,neighbor 10.0.0.1,batfish_nxos_n9kv_ebgp_r1.txt,189,default
train,unclear,unclear,0.95,"set chart ""traffic.users.history.hour_c""",kevinguenay_fgt_vm_hub.conf,12462,default
train,unclear,unclear,0.95,nLEoPvMEgcBIUtXKXaucVtnfRCeXPHwyKG0pL7uc2TSiY5QT4FIdg7Ti8qNqcn4m,kevinguenay_fgt_70g_branch.conf,9551,default
eval,unclear,unclear,0.95,"edit ""Blackboard-RTMP""",kevinguenay_fgt_70g_branch.conf,4493,rule
eval,unclear,unclear,0.95,"edit ""FQDN-LaunchDarkly-LaunchDarkly.Platform""",kevinguenay_fgt_70g_branch.conf,7218,rule
train,logging_enabled:true,logging_enabled:true,0.95,"set log-collector-group Default_Collector_Group log-settings wildfire match-list Email_Phishing_Verdicts filter ""(verdict eq phishing)""",iron_skillet_panorama_full.conf,890,rule
train,unclear,unclear,0.95,set eapol-pre-succ-thresh 10,user_contrib_fg100e_fos7213.conf,34271,default
train,unclear,unclear,0.95,"edit ""onboarding""",kevinguenay_fgt_70g_branch.conf,12118,rule
eval,unclear,unclear,0.95,set mappedport 443,user_contrib_fg100e_fos7213.conf,30998,default
train,unclear,unclear,0.95,"edit ""Amazon-AWS.Cloud9""",kevinguenay_fgt_70g_branch.conf,1298,rule
train,unclear,unclear,0.95,remote-as 65003,pc5-round3b-routera.conf,52,default
train,unclear,unclear,0.95,set udp-portrange 389,kevinguenay_fgt_70g_branch.conf,8853,default
train,unclear,unclear,0.95,"edit ""Microsoft-Azure.KeyVault""",kevinguenay_fgt_70g_branch.conf,5918,rule
train,unclear,unclear,0.95,"set bridge=none cascade-ports="""" switch=none",routeros_diff_verbose_export.rsc,214,default
train,unclear,unclear,0.95,"edit ""FreshBooks-LDAP""",kevinguenay_fgt_70g_branch.conf,3854,rule
train,SKIP,unclear,0.95,# template-stack configuration for device specific configuration,iron_skillet_panorama_full.conf,760,rule
train,SKIP,unclear,0.95,#   exit,canu_csm17_spine001_ipv6_vrf.cfg,11,rule
train,unclear,unclear,0.95,redistribute learned,batfish_eos_evpn_vlan_based_leaf.txt,271,default
train,unclear,unclear,0.95,"contact ""netadmin@example.test""",vyos_forum_snmpv3_user_eq13.conf,15,default
train,unclear,unclear,0.95,snmp-server source-interface trap Vlan1,batfish_cisco_snmp.txt,94,rule
train,unclear,unclear,0.95,neighbor 10.0.0.0 remote-as 65000,kitchen_sink.txt,149,default
eval,unclear,unclear,0.95,set ipsec-intf-cleanup 120,user_contrib_fg100e_fos7213.conf,21399,rule
eval,unclear,unclear,0.95,Oemp/K5RWqdYNKfKUN+P,kevinguenay_fgt_vm_hub.conf,10396,default
train,unclear,unclear,0.95,.flex-container.column {,user_contrib_fg100e_fos7213.conf,4000,default
train,unclear,unclear,0.95,redistribute static,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,232,default
eval,unclear,unclear,0.95,set tcp-portrange 1701,kevinguenay_fgt_70g_branch.conf,8555,default
train,unclear,unclear,0.95,use-compression=default use-encryption=yes use-ipv6=yes use-mpls=default \,user_contrib_crs310_ros7.rsc,278,rule
eval,unclear,unclear,0.95,<advskew>100</advskew>,opnsense_docs_carp_ha_backup.xml,676,rule
train,unclear,unclear,0.95,"edit ""MuleSoft-ICMP""",kevinguenay_fgt_70g_branch.conf,3560,rule
eval,unclear,unclear,0.95,access-list ipv6 cmn-chn-ipv6,canu_csm17_spine001_ipv6_vrf.cfg,84,default
train,unclear,unclear,0.95,set iot-mac-idle 1440,user_contrib_fg100e_fos7213.conf,21380,default
train,unclear,unclear,0.95,neighbor 10.20.1.7 activate,netutils_aoscx_snmpv3_glcx1009.cfg,461,default
eval,unclear,unclear,0.95,<mode>advanced</mode>,opnsense_docs_carp_ha_backup.xml,319,rule
eval,unclear,unclear,0.95,name Tenant_A_DB_BZone_1,batfish_labval_dc1_leaf2a_eos4230.txt,48,default
eval,unclear,unclear,0.95,"set name ""BLOCK TRAFFIC 2 BAD ISDB""",kevinguenay_fgt_70g_branch.conf,11836,default
train,unclear,unclear,0.95,"set chart ""email.bandwidth.recipients_c""",kevinguenay_fgt_vm_hub.conf,12518,default
eval,unclear,unclear,0.95,<filename>emerging-mobile_malware.rules</filename>,user_contrib_supergate_opn25.xml,2436,rule
train,unclear,unclear,0.95,auth {,vyos_forum_snmpv3_user_eq13.conf,21,default
train,unclear,unclear,0.95,"interface ""eth0""",scottlaird-vyos-parser.conf,6,default
eval,unclear,unclear,0.95,"edit ""AOL-Other""",kevinguenay_fgt_70g_branch.conf,2045,rule
train,unclear,unclear,0.95,"set public-key ""ecdsa-sha2-nistp384 AAAAE2VjZHNhLXNoYTItbmlzdHAzODQAAAAIbmlzdHAzODQAAABhBDLXJl5Rm+B9eBXfLHA47OVLGmPruMUXYrot45QhXOHqVmWkxBqdJ4RVn1p8+0Q1Om0hoZ3SJBONkjDLXgUI/oLzL3k33ll9Ns0jMogoAsxg1yU/AOL/jzPsfRjqNnwYiA==""",user_contrib_fg100e_fos7213.conf,31162,default
train,unclear,unclear,0.95,interface vlan 7,canu_csm17_spine001_ipv6_vrf.cfg,208,default
eval,unclear,unclear,0.95,"config system replacemsg sslvpn ""hostcheck-error""",user_contrib_fg100e_fos7213.conf,10818,rule
train,unclear,unclear,0.95,"edit ""VPN-Anonymous.VPN""",kevinguenay_fgt_70g_branch.conf,5771,rule
train,unclear,unclear,0.95,set udp-portrange 1024-5000,kevinguenay_fgt_70g_branch.conf,8842,default
train,unclear,unclear,0.95,max-message-age=20s mtu=auto mvrp=no name=bridge port-cost-mode=long \,user_contrib_crs310_ros7.rsc,13,rule
train,unclear,unclear,0.95,92T9WyGveVa3tQypi1noiFgQzLWK/GOm0VpX4cc0NIyZR7C9vm/AZ7dxmlq+5RUo,kevinguenay_fgt_70g_branch.conf,8991,default
eval,unclear,unclear,0.95,set trust-ip-2 0.0.0.0 0.0.0.0,user_contrib_fg100e_fos7213.conf,532,default
eval,unclear,unclear,0.95,PWpD48KV1eI7SHW8+uU8K0KoCQEupjSBYCUN1sGlmt1pgkUZftyVloIXx5+8LHVs,kevinguenay_fgt_vm_hub.conf,10532,default
train,unclear,unclear,0.95,<descr>Handling of non-IP packets which are not passed to pfil (see if_bridge(4))</descr>,opnsense_docs_carp_ha_backup.xml,98,rule
train,unclear,unclear,0.95,"edit ""ADP-LDAP""",kevinguenay_fgt_70g_branch.conf,4448,rule
train,unclear,unclear,0.95,set security zones security-zone DMZ host-inbound-traffic system-services traceroute,jnprautomate_mnha_vsrx_a_junos.set,334,default
train,unclear,unclear,0.95,"set untrusted-caname ""Fortinet_SSH_CA_Untrusted""",kevinguenay_fgt_70g_branch.conf,11267,rule
train,unclear,unclear,0.95,<outgoing_interface/>,user_contrib_supergate_opn25.xml,3676,rule
eval,unclear,unclear,0.95,active-gateway ip 10.12.101.1,aoscx_dcn_arch4_core1_1.cfg,129,default
train,unclear,unclear,0.95,/ip ipsec settings,routeros_diff_verbose_export.rsc,358,rule
eval,unclear,unclear,0.95,"add bridge=upstream disabled=no tagged=downstream,upstream untagged="""" vlan-ids=99",routeros_diff_verbose_export.rsc,230,default
train,unclear,unclear,0.95,"edit ""sniffer-profile""",kevinguenay_fgt_70g_branch.conf,9677,rule
eval,unclear,unclear,0.95,route-target both 10111:10111,batfish_eos_evpn_vlan_based_leaf.txt,275,default
eval,unclear,unclear,0.95,set tcp-portrange 6660-6669,kevinguenay_fgt_70g_branch.conf,8550,default
eval,unclear,unclear,0.95,name CML_tenant,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,135,default
train,unclear,unclear,0.95,DxMYMwICCAAwDAYIKoZIhvcNAgkFADAdBglghkgBZQMEASoEEDg8G4kPsntRyXf8,kevinguenay_fgt_vm_hub.conf,10689,default
eval,unclear,unclear,0.95,set quic inspect,kevinguenay_fgt_70g_branch.conf,11325,default
eval,unclear,unclear,0.95,interface 1/47,aruba_central_5memberstack_rendered.cfg,124,default
train,unclear,unclear,0.95,description Access-Port-Channel-Members,06-layer2-protection.txt,51,default
train,unclear,unclear,0.95,"edit ""Paychex-Other""",kevinguenay_fgt_70g_branch.conf,3671,rule
train,unclear,unclear,0.95,"edit ""Apple-LDAP""",kevinguenay_fgt_70g_branch.conf,1091,rule
train,unclear,unclear,0.95,"set ssl-ssh-profile ""no-inspection""",user_contrib_fg100e_fos7213.conf,32354,rule
train,unclear,unclear,0.95,set http-compression disable,user_contrib_fg100e_fos7213.conf,27707,rule
eval,unclear,unclear,0.95,weight 40,pc5-round3b-routerd.conf,37,default
eval,unclear,unclear,0.95,<templates/>,user_contrib_supergate_opn25.xml,4342,rule
train,unclear,unclear,0.95,"edit ""Anaplan-ICMP""",kevinguenay_fgt_70g_branch.conf,4301,rule
train,unclear,unclear,0.95,add arp=enabled arp-timeout=auto disabled=no interface=ether3 loop-protect=default loop-protect-disable-time=5m loop-protect-send-interval=5s mtu=1550 name=gn-mgmt use-service-tag=no vlan-id=84,routeros_diff_verbose_export.rsc,33,default
eval,unclear,unclear,0.95,set fortilink-split-interface enable,user_contrib_fg100e_fos7213.conf,2848,default
train,unclear,unclear,0.95,member vni 10010,networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,84,default
train,unclear,unclear,0.95,description Black hole VLAN 2701,canu_csm17_spine001_ipv6_vrf.cfg,105,default
eval,unclear,unclear,0.95,"edit ""Domo-NTP""",kevinguenay_fgt_70g_branch.conf,3809,rule
train,unclear,unclear,0.95,"edit ""Windows update 2""",kevinguenay_fgt_70g_branch.conf,8348,rule
eval,unclear,unclear,0.95,"set wildcard-fqdn ""*.adobelogin.com""",kevinguenay_fgt_70g_branch.conf,8266,default
train,unclear,unclear,0.95,"set buffer ""This message has been blocked because mail to this email address is not allowed.""",user_contrib_fg100e_fos7213.conf,7093,rule
eval,unclear,unclear,0.95,"edit ""Microsoft-Azure.Arc.Infrastructure""",kevinguenay_fgt_70g_branch.conf,5903,rule
train,unclear,unclear,0.95,set chassis high-availability services-redundancy-group 1 peer-id 2,jnprautomate_mnha_vsrx_a_junos.set,49,default
eval,unclear,unclear,0.95,"edit ""MuleSoft-Web""",kevinguenay_fgt_70g_branch.conf,3557,rule
train,unclear,unclear,0.95,set security ipsec vpn VPN-1 traffic-selector 192.168.252.0_192.168.249.0 local-ip 192.168.252.0/24,jnprautomate_mnha_vsrx_a_junos.set,121,rule
eval,unclear,unclear,0.95,description NodeDCB,azlocal_tor1.txt,159,default
eval,unclear,unclear,0.95,backing zones opt3/opt4).  Parser maps proto=lacp ->,kitchen_sink.xml,300,default
eval,unclear,unclear,0.95,config system sit-tunnel,user_contrib_fg100e_fos7213.conf,22303,default
eval,unclear,unclear,0.95,weight=2,user_contrib_crs310_ros7.rsc,476,default
train,unclear,unclear,0.95,set layer2-connection unavailable,user_contrib_fg100e_fos7213.conf,21368,default
eval,unclear,unclear,0.95,<content>80,user_contrib_supergate_opn25.xml,3556,rule
train,unclear,unclear,0.95,"set macaddr ""e8:c8:29:15:57:5c""",user_contrib_fg100e_fos7213.conf,23006,default
train,unclear,unclear,0.95,remote-as 65002,batfish_nxos_bgp_redist_d1.txt,318,default
train,unclear,unclear,0.95,config firewall internet-service-name,kevinguenay_fgt_70g_branch.conf,970,default
train,unclear,unclear,0.95,set ssl-send-empty-frags enable,user_contrib_fg100e_fos7213.conf,21339,default
train,unclear,unclear,0.95,! Source: https://github.com/StayFresh-NetworkBytes/CiscoLive-BRKOPS-1104-Lab (device_configs/cml-demo-lf1.txt),ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,1,rule
eval,unclear,unclear,0.95,I13PTi+4h9QzBSITk+Dt6DnMJ7yWDgZf66rQJl8QM9ayXnjQyTr+Cfkie/MWGlD/,user_contrib_fg100e_fos7213.conf,25668,default
train,unclear,unclear,0.95,/tool mac-server ping,routeros_diff_verbose_export.rsc,473,default
train,unclear,unclear,0.95,interface Loopback55,racc_csr1000v_iosxe169_bgp_ospf.txt,157,default
eval,unclear,unclear,0.95,192.0.2.0/16 198.51.100.1,iosxr_design_cst_pa3_xr752.cfg,642,default
train,unclear,unclear,0.95,"edit ""GoodData-NTP""",kevinguenay_fgt_70g_branch.conf,4004,rule
train,unclear,unclear,0.95,config log null-device filter,user_contrib_fg100e_fos7213.conf,30887,default
eval,unclear,unclear,0.95,"edit ""Microsoft-Azure.Sentinel""",kevinguenay_fgt_70g_branch.conf,5936,rule
train,unclear,unclear,0.95,interface 1/7,aruba_central_5memberstack_rendered.cfg,42,default
train,SKIP,unclear,0.95,</OpenVPNExport>,user_contrib_supergate_opn25.xml,2268,rule
train,unclear,unclear,0.95,rapid-commit { },houdev_vyos_dhcpv6_pd_client.conf,145,default
train,unclear,unclear,0.95,<refid>radius-secondary</refid>,kitchen_sink.xml,142,rule
eval,unclear,unclear,0.95,/3qfiGZ+IACVmvJBMA0GCSqGSIb3DQEBCwUAA4IBAQAQKsmDDAeLoWuNOQ6ic3c4,kevinguenay_fgt_vm_hub.conf,10197,default
train,unclear,unclear,0.95,"edit ""Azion-Azion.Platform""",kevinguenay_fgt_70g_branch.conf,5795,rule
train,unclear,unclear,0.95,<hwaddr>bc:24:11:00:00:09</hwaddr>,user_contrib_supergate_opn25.xml,758,rule
train,SKIP,unclear,0.95,set client-idle-timeout 300,user_contrib_fg100e_fos7213.conf,21388,SKIP
train,unclear,unclear,0.95,set update-static-route enable,user_contrib_fg100e_fos7213.conf,27988,default
train,unclear,unclear,0.95,set shared log-settings profiles default match-list Traffic_Log_Forwarding log-type traffic,iron_skillet_panorama_full.conf,99,default
train,unclear,unclear,0.95,<adv_dhcp_pt_values>SavedCfg</adv_dhcp_pt_values>,opnsense_service_test_config.xml,25,rule
train,unclear,unclear,0.95,<p>The maximum web proxy user limit has been reached.</p>,user_contrib_fg100e_fos7213.conf,5638,rule
train,unclear,unclear,0.95,set routing-instances TENANT-B protocols evpn irb-symmetric-routing vni 50001,batfish_evpntype5_router1_junos2541.set,95,default
train,unclear,unclear,0.95,<hwaddr>84:3e:1d:00:00:0b</hwaddr>,user_contrib_supergate_opn25.xml,818,rule
train,unclear,unclear,0.95,"<general version=""1.0.1"" persisted_at=""1774255875.84"" description=""Trust general settings"">",user_contrib_supergate_opn25.xml,3480,rule
train,unclear,unclear,0.95,"name ""lag-member-24""",kitchen_sink.cfg,113,default
train,unclear,unclear,0.95,"edit ""Trend-Micro-FW""",user_contrib_fg100e_fos7213.conf,27551,rule
train,unclear,unclear,0.95,ebgp-multihop 2,networklessons_clab_vxlan_mcast_leaf2_nxos.cfg,58,default
train,unclear,unclear,0.95,"edit ""Tencent-FTP""",kevinguenay_fgt_70g_branch.conf,2678,rule
eval,unclear,unclear,0.95,qos {,houdev_vyos_dhcpv6_pd_client.conf,208,default
train,unclear,unclear,0.95,set activation-code '',user_contrib_fg100e_fos7213.conf,27128,default
train,unclear,unclear,0.95,"include="""" name=dynamic",user_contrib_crs310_ros7.rsc,220,default
train,unclear,unclear,0.95,network 10.0.0.0/24,pc5-round1-border.conf,17,default
train,unclear,unclear,0.95,clock timezone america/los_angeles,aoscx_dcn_arch4_core1_1.cfg,9,default
eval,unclear,unclear,0.95,config firewall network-service-dynamic,user_contrib_fg100e_fos7213.conf,25351,default
train,unclear,unclear,0.95,"edit ""GoDaddy-LDAP""",kevinguenay_fgt_70g_branch.conf,4823,rule
eval,unclear,unclear,0.95,description AzureStackHCINode,dellgeos_S5212F-TOR1-Advanced.cfg,129,default
train,unclear,unclear,0.95,<statetype>keep state</statetype>,opnsense_docs_carp_ha_backup.xml,451,rule
train,unclear,unclear,0.95,class-map match-any match-traffic-class-6,iosxr_design_cst_pa3_xr752.cfg,226,default
train,unclear,unclear,0.95,/queue tree,routeros_diff_verbose_export.rsc,146,default
eval,unclear,unclear,0.95,set protocols bgp group EBGP-DCI type external,ksator_labmgmt_qfx10k2_junos173.set,157,default
eval,SKIP,unclear,0.95,"! device: A-EOS1 (vEOS, EOS-4.26.0.1F)",karneliuk_a_eos1_eos4260.txt,6,rule
train,unclear,unclear,0.95,set 1 disk-file-count=2 disk-file-name=flash/log disk-lines-per-file=1000 \,user_contrib_crs310_ros7.rsc,325,rule
train,unclear,unclear,0.95,set chassis high-availability services-redundancy-group 1 active-signal-route 169.254.200.1,jnprautomate_mnha_vsrx_a_junos.set,53,default
train,unclear,unclear,0.95,"edit ""Zscaler-NTP""",kevinguenay_fgt_70g_branch.conf,4655,rule
eval,unclear,unclear,0.95,interface 1/37,aruba_central_5memberstack_rendered.cfg,104,default
eval,unclear,unclear,0.95,"edit ""Fortinet-FortiSASE""",kevinguenay_fgt_70g_branch.conf,5948,rule
train,unclear,unclear,0.95,"edit ""Amazon-AWS.EBS""",kevinguenay_fgt_70g_branch.conf,1295,rule
train,unclear,unclear,0.95,"xhr.open(\""POST\"", \'/\', true);",user_contrib_fg100e_fos7213.conf,9041,default
eval,unclear,unclear,0.95,set dh-params 8192,kevinguenay_fgt_70g_branch.conf,17,default
train,unclear,unclear,0.95,set tcp-mss 0,user_contrib_fg100e_fos7213.conf,368,default
eval,unclear,unclear,0.95,"ipv6-name ""OUTSIDE-LOCAL6""",houdev_vyos_dhcpv6_pd_client.conf,11,default
train,unclear,unclear,0.95,use neighbor-group RR,batfish_ibgp_border01.txt,154,default
train,unclear,unclear,0.95,remove-private-AS,batfish_ebgp_border01.txt,148,default
train,unclear,unclear,0.95,bgp bestpath as-path multipath-relax,aoscx_dcn_arch3_ebgp_leaf1a.cfg,84,default
eval,unclear,unclear,0.95,"description ICMP redirect, ICMP_GEN and BROADCAST",user_contrib_cat9300_iosxe1712.txt,189,default
eval,unclear,unclear,0.95,vrf infra_bmc_mgmt,azsupport_TOR1_Sample.cfg,329,default
train,unclear,unclear,0.95,6zOZLMreZoHRSl+tSAqFn7+A8+6aEpafVximZngdTPMrPQdw84xu7Guv1LpinXWD,kevinguenay_fgt_70g_branch.conf,9408,default
train,unclear,unclear,0.95,"edit ""def-cc-sensor""",user_contrib_fg100e_fos7213.conf,26600,rule
train,unclear,unclear,0.95,gXlDkQICCAAwDAYIKoZIhvcNAgkFADAdBglghkgBZQMEASoEEEWBlME2hVH3qtCs,kevinguenay_fgt_70g_branch.conf,9074,default
train,unclear,unclear,0.95,mac-address 0044.1144.2222,nautobot_gc_nxos_snmp_spine01_nxos933.txt,265,default
train,SKIP,unclear,0.95,! Sample: samples/xr_compose_topos/srv6-l3vpn/pe1.cfg,xrdtools_srv6_pe1.cfg,3,rule
eval,unclear,unclear,0.95,set value 46,kevinguenay_fgt_70g_branch.conf,12008,default
eval,unclear,unclear,0.95,"edit ""Bitdefender-RTMP""",kevinguenay_fgt_70g_branch.conf,5183,rule
eval,unclear,unclear,0.95,"edit ""AdRoll-RTMP""",kevinguenay_fgt_70g_branch.conf,3350,rule
train,unclear,unclear,0.95,<keyPairs/>,user_contrib_supergate_opn25.xml,2230,rule
train,unclear,unclear,0.95,maximum-paths 2,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,264,default
eval,unclear,unclear,0.95,"edit ""Zendesk-LDAP""",kevinguenay_fgt_70g_branch.conf,2939,rule
train,SKIP,unclear,0.95,"# --- protocols (Tier-3 parse-and-ignore, included for realism) ---",kitchen_sink.set,213,rule
train,unclear,unclear,0.95,<hwaddr>bc:24:11:00:00:06</hwaddr>,user_contrib_supergate_opn25.xml,668,rule
train,unclear,unclear,0.95,"edit ""Splunk-DNS""",kevinguenay_fgt_70g_branch.conf,3758,rule
train,unclear,unclear,0.95,qzHZjhQiMr+Ov2YA4/gBsCw7AaADfwsCAwEAAaMiMCAwCQYDVR0TBAIwADATBgNV,kevinguenay_fgt_70g_branch.conf,9400,default
eval,unclear,unclear,0.95,"edit ""Cvent-LDAP""",kevinguenay_fgt_70g_branch.conf,4088,rule
eval,unclear,unclear,0.95,"edit ""all_hosts""",user_contrib_fg100e_fos7213.conf,23055,rule
train,unclear,unclear,0.95,<p>Your attempt to submit internal credentials to an external site has been blocked by your system administrator.</p>,user_contrib_fg100e_fos7213.conf,5213,rule
